    23   25.56783895490988       3   0 0  0 3  0 0
    24   7.747638972110218       3   0 0  0 1  0 2
    ----------------------------------------------
     I  COEFFICIENT            ORDER EXPONENTS
     1  -.3999533251197280E-01   1   0 0  1 0  0 0
     2  -.6225457323661617       1   0 0  0 1  0 0
     3  0.1483857141594113E-02   2   1 0  1 0  0 0
     4  -.2395670709260342E-02   2   0 1  1 0  0 0
     5  0.4466310119200131E-01   2   1 0  0 1  0 0
     6  0.6642310388244635       2   0 1  0 1  0 0
     7  0.2896629646004124E-01   2   0 0  1 0  0 1
     8  -2.421634170565170       2   0 0  0 1  0 1
     9  -.1520847843906013E-03   3   2 0  1 0  0 0
    10  -.2080461670573395E-02   3   1 1  1 0  0 0
    11  -.3916588757608961E-01   3   0 2  1 0  0 0
    12  -.8284536078524937E-05   3   0 0  3 0  0 0
    13  0.4539873749603167E-03   3   2 0  0 1  0 0
    14  0.1027138975347483       3   1 1  0 1  0 0
    15  -.1525328512738129       3   0 2  0 1  0 0
    16  0.1307593939762467E-02   3   0 0  2 1  0 0
    17  -.3418064336020703E-02   3   1 0  1 0  0 1
    18  0.1912367398280734E-01   3   0 1  1 0  0 1
    19  0.1753172083000066E-01   3   0 0  1 2  0 0
    20  -.6753086417744341E-02   3   1 0  0 1  0 1
    21  -1.865210293146145       3   0 1  0 1  0 1
    22  0.2615060894037218       3   0 0  1 0  0 2
    23   1.461787078690393       3   0 0  0 3  0 0
    24   2.539157637757904       3   0 0  0 1  0 2
    ----------------------------------------------
     I  COEFFICIENT            ORDER EXPONENTS
     1  0.4065680880758585       1   1 0  0 0  0 0
     2  -.6563996173357642       1   0 1  0 0  0 0
     3   1.000000000000000       1   0 0  0 0  1 0
     4  -51.10047206966178       1   0 0  0 0  0 1
     5  -.7085590675129916E-01   2   2 0  0 0  0 0
     6  -.6975579048820846E-02   2   1 1  0 0  0 0
     7  -2.395360068511013       2   0 2  0 0  0 0
     8  0.5744345405888062E-01   2   0 0  2 0  0 0
     9   1.064025605504718       2   0 0  1 1  0 0
    10   2.080654062660928       2   1 0  0 0  0 1
    11  -3.359192643481432       2   0 1  0 0  0 1
    12   34.81239696581952       2   0 0  0 2  0 0
    13  -24.22750392104662       2   0 0  0 0  0 2
    14  0.7304666584493976E-03   3   3 0  0 0  0 0
    15  0.2375773958920445E-01   3   2 1  0 0  0 0
    16  -.2136281081704537       3   1 2  0 0  0 0
    17  -.6120034517966237       3   0 3  0 0  0 0
    18  -.4962047669129991E-02   3   1 0  2 0  0 0
    19  -.2307714866822200E-01   3   0 1  2 0  0 0
    20  -.1404369363184702       3   1 0  1 1  0 0
    21  -2.516043122499291       3   0 1  1 1  0 0
    22  -.6287824544608121E-01   3   2 0  0 0  0 1
    23  -.4165825412495424       3   1 1  0 0  0 1
    24  -.9456742024814890       3   0 2  0 0  0 1
    25  0.7388456432710955E-01   3   0 0  2 0  0 1
    26  0.3322497986704567       3   1 0  0 2  0 0
    27  -9.093872809992902       3   0 1  0 2  0 0
    28  -3.188263385919500       3   0 0  1 1  0 1
    29   1.439865339313476       3   1 0  0 0  0 2
    30  -4.658179245437234       3   0 1  0 0  0 2
    31  -40.49223889838282       3   0 0  0 2  0 1
    32  -15.28815484198309       3   0 0  0 0  0 3
    ----------------------------------------------
     I  COEFFICIENT            ORDER EXPONENTS
     1   1.000000000000000       1   0 0  0 0  0 1
     ---------------------------------------------
     ALL COMPONENTS ZERO 
     ------------------- 
     ALL COMPONENTS ZERO 
     ------------------- 
  0.9755833523481      0.000000000000    -0.2196295121818     000000
  0.1168347870533E-01  0.000000000000     0.5189743040089E-01 100000
 -0.1886284530501E-01  0.000000000000    -0.8378781919917E-01 010000
   0.000000000000    -0.2815586077264E-03  0.000000000000     001000
   0.000000000000    -0.2174729937426      0.000000000000     000100
 -0.1463106429644      0.000000000000    -0.6499045876369     000001
 -0.1948729519194E-02  0.000000000000    -0.2213839997586E-02 200000
  0.6037054293586E-02  0.000000000000     0.6014189469114E-02 110000
  0.4837768105974E-01  0.000000000000     0.2316836319090     020000
   0.000000000000     0.3057998565142E-02  0.000000000000     101000
   0.000000000000     0.4241075079584E-01  0.000000000000     011000
  0.1948798313882E-03  0.000000000000     0.8658269781073E-03 002000
   0.000000000000     0.8375496233247E-01  0.000000000000     100100
   0.000000000000      1.761210748538      0.000000000000     010100
  0.1194745725480E-01  0.000000000000     0.5334880398184E-01 001100
  0.5435589979662E-01  0.000000000000     0.8009358752931E-01 100001
 -0.1395989190552      0.000000000000    -0.3595894629149     010001
   0.000000000000    -0.5685102854348E-01  0.000000000000     001001
  0.1530297345201      0.000000000000     0.7874192825808     000200
   0.000000000000    -0.4138734988804      0.000000000000     000101
 -0.3611854081997      0.000000000000    -0.5940689910772     000002
  0.8075286118317E-04  0.000000000000    -0.2680851012402E-03 300000
  0.5148890847396E-03  0.000000000000     0.5041323417639E-02 210000
  0.2755887590340E-02  0.000000000000     0.6674791031425E-01 120000
  0.6263587910062E-03  0.000000000000    -0.8975907459298E-01 030000
   0.000000000000    -0.3269061597428E-03  0.000000000000     201000
   0.000000000000    -0.3177679370213E-03  0.000000000000     111000
   0.000000000000    -0.6246416179737E-02  0.000000000000     021000
 -0.5456941720393E-04  0.000000000000    -0.3135712967647E-04 102000
 -0.8148160920350E-03  0.000000000000    -0.4020788737365E-02 012000
   0.000000000000     0.1542773745223E-03  0.000000000000     003000
   0.000000000000    -0.3939197701909E-02  0.000000000000     200100
   0.000000000000    -0.1333936686764E-01  0.000000000000     110100
   0.000000000000    -0.7841272074289E-01  0.000000000000     020100
 -0.4755046941051E-02  0.000000000000    -0.1101539105860E-01 101100
 -0.1310122036930E-01  0.000000000000    -0.1238255833052     011100
   0.000000000000     0.1436348271388E-02  0.000000000000     002100
 -0.5941635882153E-02  0.000000000000     0.3273972437940E-02 200001
  0.2186190331349E-01  0.000000000000    -0.5232798483016E-01 110001
  0.2815449314499E-01  0.000000000000    -0.4435693517947     020001
   0.000000000000     0.5319991222852E-02  0.000000000000     101001
   0.000000000000    -0.1507308530121      0.000000000000     011001
  0.4936750422635E-03  0.000000000000    -0.4261261090401E-03 002001
 -0.4942122935589E-01  0.000000000000    -0.1082550961237     100200
  0.2628791609811      0.000000000000    -0.8897618526528     010200
   0.000000000000     0.1569753081529      0.000000000000     001200
   0.000000000000     0.2391989151450      0.000000000000     100101
   0.000000000000     -1.068454388086      0.000000000000     010101
  0.2201887875155E-01  0.000000000000    -0.1119306787530E-01 001101
  0.8176627431690E-01  0.000000000000    -0.6960256209611E-01 100002
 -0.3640703020642      0.000000000000    -0.2024707263634     010002
   0.000000000000    -0.4400240679878E-01  0.000000000000     001002
   0.000000000000     0.6349995160947      0.000000000000     000300
  0.6138015627193      0.000000000000     0.7042933826904     000201
   0.000000000000     -2.957475673460      0.000000000000     000102
 -0.3895449892207      0.000000000000     0.2681781010094     000003
 ------------------------------------------------------------------------------
   0.000000000000      1.000000000000      0.000000000000     000000
 -0.8522621587459E-02  0.000000000000    -0.3913903127782E-01 001000
 -0.1396983086438      0.000000000000     -1.610714036072     000100
 -0.6043067196522E-03  0.000000000000     0.1537397988336E-02 101000
 -0.4518926204054E-01  0.000000000000     0.8036233362260E-02 011000
   0.000000000000    -0.8022494240446E-03  0.000000000000     002000
  0.1085537411780E-01  0.000000000000     0.4152995067795E-01 100100
  -1.763031615102      0.000000000000     0.8141883002242     010100
   0.000000000000    -0.6423238285842E-01  0.000000000000     001100
  0.4458975471796E-01  0.000000000000     0.6070941896429E-01 001001
   0.000000000000     -1.306957661718      0.000000000000     000200
 -0.8632745922405      0.000000000000    -0.8597206583340     000101
  0.1333130673504E-03  0.000000000000    -0.9500414034733E-04 201000
  0.5449797458627E-03  0.000000000000    -0.1371673803120E-02 111000
  0.1290283418127E-01  0.000000000000    -0.1347607577168E-01 021000
   0.000000000000     0.5502199045761E-04  0.000000000000     102000
   0.000000000000    -0.7060059126670E-04  0.000000000000     012000
 -0.1318189358451E-03  0.000000000000    -0.4391768993631E-04 003000
 -0.1482278639256E-02  0.000000000000     0.3346269631799E-02 200100
  0.2510420443146E-01  0.000000000000     0.8465548308239E-01 110100
  0.6951968134992      0.000000000000     0.8419273336341     020100
   0.000000000000     0.4109846176551E-02  0.000000000000     101100
   0.000000000000     0.2347210044408E-01  0.000000000000     011100
  0.2087367061301E-02  0.000000000000     0.2441993167903E-03 002100
 -0.5534873876398E-02  0.000000000000    -0.4174753099060E-02 101001
  0.1364582228463      0.000000000000    -0.3132395485995E-01 011001
   0.000000000000     0.2756129453841E-02  0.000000000000     002001
   0.000000000000     0.6840935187829E-01  0.000000000000     100200
   0.000000000000      1.065131988461      0.000000000000     010200
 -0.3783251231872E-01  0.000000000000     0.6684704248306E-01 001200
 -0.3324167369966E-01  0.000000000000    -0.5971195160242E-01 100101
  0.3025848545005      0.000000000000     -1.627452512930     010101
   0.000000000000     0.6300863015203E-01  0.000000000000     001101
  0.1071931813715      0.000000000000     0.1863307067701     001002
  0.6847270551370      0.000000000000      1.354783966009     000300
   0.000000000000     -1.505362131911      0.000000000000     000201
   2.049589314302      0.000000000000      3.344015323651     000102
 ------------------------------------------------------------------------------
  0.2196295121818      0.000000000000     0.9755833523481     000000
 -0.5189743040089E-01  0.000000000000     0.1168347870533E-01 100000
  0.8378781919917E-01  0.000000000000    -0.1886284530501E-01 010000
   0.000000000000     0.4005520656344E-01  0.000000000000     001000
   0.000000000000      1.602067670365      0.000000000000     000100
  0.6499045876369      0.000000000000    -0.1463106429644     000001
  0.2213839997586E-02  0.000000000000    -0.1948729519194E-02 200000
 -0.6014189469114E-02  0.000000000000     0.6037054293586E-02 110000
 -0.2316836319090      0.000000000000     0.4837768105974E-01 020000
   0.000000000000    -0.1352158415496E-02  0.000000000000     101000
   0.000000000000     0.2060698478304E-02  0.000000000000     011000
 -0.1031004696604E-02  0.000000000000    -0.5901809686090E-03 002000
   0.000000000000    -0.3133132913644E-01  0.000000000000     100100
   0.000000000000    -0.4257724108554      0.000000000000     010100
 -0.5849093818969E-01  0.000000000000    -0.5260935943597E-01 001100
 -0.8009358752931E-01  0.000000000000     0.5435589979662E-01 100001
  0.3595894629149      0.000000000000    -0.1395989190552     010001
   0.000000000000    -0.6920789051218E-01  0.000000000000     001001
 -0.7241789527784      0.000000000000     -1.152397011878     000200
   0.000000000000     0.8834557049365      0.000000000000     000101
  0.5940689910772      0.000000000000    -0.3611854081997     000002
  0.2680851012402E-03  0.000000000000     0.8075286118317E-04 300000
 -0.5041323417639E-02  0.000000000000     0.5148890847396E-03 210000
 -0.6674791031425E-01  0.000000000000     0.2755887590340E-02 120000
  0.8975907459298E-01  0.000000000000     0.6263587910062E-03 030000
   0.000000000000    -0.4332281385403E-04  0.000000000000     201000
   0.000000000000    -0.9559482131165E-03  0.000000000000     111000
   0.000000000000     0.1416999159456E-01  0.000000000000     021000
 -0.3504370287729E-04  0.000000000000     0.1562807346445E-04 102000
  0.2275885661659E-02  0.000000000000    -0.5198327921902E-03 012000
   0.000000000000     0.7204498787293E-04  0.000000000000     003000
   0.000000000000    -0.5690437368220E-02  0.000000000000     200100
   0.000000000000    -0.1803538454586      0.000000000000     110100
   0.000000000000    -0.7654207470372      0.000000000000     020100
  0.6701845228625E-02  0.000000000000    -0.4833619978357E-03 101100
 -0.1562172161904E-01  0.000000000000     0.2162037764217E-01 011100
   0.000000000000    -0.4908028474833E-03  0.000000000000     002100
 -0.3273972437940E-02  0.000000000000    -0.5941635882153E-02 200001
  0.5232798483016E-01  0.000000000000     0.2186190331349E-01 110001
  0.4435693517947      0.000000000000     0.2815449314499E-01 020001
   0.000000000000     0.8955747083241E-02  0.000000000000     101001
   0.000000000000     0.2614332368851E-01  0.000000000000     011001
  0.2718068820241E-02  0.000000000000     0.2827921509520E-02 002001
  0.4717061686780E-01  0.000000000000     0.1610916075801E-01 100200
  -1.999681700844      0.000000000000      1.189283536507     010200
   0.000000000000    -0.4583596717406E-01  0.000000000000     001200
   0.000000000000     0.1061818218158      0.000000000000     100101
   0.000000000000      2.667680981971      0.000000000000     010101
  0.7809546240320E-01  0.000000000000     0.9087165592555E-01 001101
  0.6960256209611E-01  0.000000000000     0.8176627431690E-01 100002
  0.2024707263634      0.000000000000    -0.3640703020642     010002
   0.000000000000    -0.2344939955010      0.000000000000     001002
   0.000000000000     -1.335604953007      0.000000000000     000300
  -1.030715234422      0.000000000000    -0.9091391943974     000201
   0.000000000000     -3.776032118767      0.000000000000     000102
 -0.2681781010094      0.000000000000    -0.3895449892207     000003
 ------------------------------------------------------------------------------
